_id,trans_after,revenue_after,test_coupon,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,race,gender
10180,0,0,control,facebook,2,64.99,0,8,nothing,white,male
10181,0,0,control,google,0,0,3,14,nothing,white,male
10182,0,0,coupon,facebook,0,0,4,18,nothing,white,female
10183,0,0,coupon,facebook,0,0,5,1,nothing,white,male
10184,0,0,coupon,instagram,1,65.49,1,15,nothing,minority,female
10185,0,0,control,facebook,8,63.49,4,21,nothing,white,female
10186,0,0,control,instagram,8,66.99,0,14,nothing,white,female
10187,0,0,coupon,google,0,0,4,13,nothing,white,male
10188,2,77.584,coupon,facebook,12,48.49,0,3,nothing,white,male
10189,2,119.98,control,facebook,7,59.99,4,2,something,white,male
10190,0,0,control,other,1,109.98,5,4,nothing,white,male
10191,0,0,control,instagram,1,57.49,0,10,nothing,white,female
10192,0,0,control,instagram,5,220.47,4,10,nothing,white,female
10193,0,0,control,facebook,3,55.49,5,21,nothing,white,female
10194,0,0,coupon,facebook,6,67.99,0,1,something,white,male
10195,0,0,control,facebook,1,117.98,7,5,something,white,male
10196,0,0,coupon,google,1,145.47,6,4,nothing,white,male
10197,0,0,control,facebook,1,62.49,2,6,nothing,white,male
10198,0,0,control,instagram,0,0,4,15,nothing,white,female
10199,1,81.99,control,instagram,10,163.98,0,19,something,white,female
10200,0,0,control,instagram,0,0,6,18,nothing,white,female
10201,0,0,coupon,referral,1,71.49,0,12,nothing,minority,female
10202,0,0,control,google,1,143.97,6,9,something,white,female
10203,0,0,control,instagram,0,0,6,17,nothing,white,male
10204,0,0,coupon,instagram,0,0,1,9,nothing,white,female
10205,1,67.99,control,facebook,2,67.99,0,10,nothing,white,male
10206,0,0,coupon,instagram,0,0,3,20,nothing,white,female
10207,0,0,coupon,facebook,2,129.98,2,3,something,white,male
10208,0,0,control,google,1,52.49,2,10,nothing,white,male
10209,0,0,coupon,instagram,1,44.49,6,25,nothing,white,female
10210,0,0,coupon,google,8,64.99,6,2,nothing,minority,male
10211,0,0,control,instagram,0,0,5,11,nothing,white,male
10212,0,0,control,google,0,0,4,17,nothing,white,female
10213,0,0,control,google,0,0,3,12,something,white,female
10214,0,0,coupon,google,0,0,2,7,nothing,minority,female
10215,0,0,control,google,4,51.99,4,14,nothing,minority,female
10216,0,0,control,google,4,55.99,2,10,nothing,white,male
10217,0,0,control,google,4,95.98,3,8,something,minority,male
10218,0,0,coupon,facebook,4,55.49,6,4,nothing,white,male
10219,0,0,control,google,10,173.97,2,8,nothing,minority,male
10220,0,0,control,instagram,0,0,7,8,nothing,white,female
10221,0,0,control,other,0,0,4,12,nothing,white,male
10222,0,0,control,facebook,0,0,5,24,nothing,white,female
10223,0,0,coupon,instagram,3,151.98,0,21,nothing,white,female
10224,0,0,coupon,google,2,72.99,2,2,something,minority,male
10225,1,50.392,coupon,instagram,3,125.98,1,11,nothing,white,male
10226,0,0,coupon,instagram,1,57.99,1,1,something,white,male
10227,0,0,coupon,instagram,0,0,2,4,nothing,white,male
10228,3,167.97,control,instagram,4,55.99,1,20,something,white,female
10229,0,0,coupon,instagram,22,54.99,1,21,nothing,white,female
10230,0,0,control,google,0,0,6,5,nothing,minority,male
10231,0,0,control,instagram,7,88.98,1,12,nothing,white,male
10232,0,0,control,google,0,0,5,21,something,white,female
10233,1,57.99,control,instagram,3,115.98,7,16,something,white,male
10234,0,0,coupon,google,1,54.49,1,18,nothing,minority,female
10235,0,0,control,google,0,0,0,17,nothing,white,female
10236,1,63.99,control,facebook,1,63.99,0,23,something,white,female
10237,0,0,coupon,google,0,0,6,3,nothing,white,male
10238,0,0,control,google,3,65.99,7,25,nothing,minority,female
10239,0,0,control,google,3,53.99,6,10,something,white,male
10240,0,0,control,google,6,63.99,3,20,nothing,minority,female
10241,0,0,control,google,0,0,0,2,something,minority,male
10242,0,0,control,google,0,0,6,5,nothing,white,male
10243,0,0,coupon,google,0,0,2,21,nothing,minority,female
10244,1,57.592,coupon,facebook,1,143.98,5,11,something,white,male
10245,0,0,control,facebook,4,41.99,0,11,nothing,white,male
10246,0,0,coupon,other,0,0,3,7,something,white,male
10247,0,0,coupon,facebook,0,0,0,9,nothing,white,male
10248,0,0,control,facebook,1,60.99,4,3,nothing,white,female
10249,1,74.99,control,instagram,4,74.99,2,18,nothing,white,female
10250,0,0,control,google,0,0,3,26,nothing,minority,female
10251,0,0,control,facebook,2,57.99,0,10,nothing,white,female
10252,0,0,control,instagram,0,0,1,14,nothing,white,female
10253,1,44.792,coupon,instagram,7,55.99,2,22,something,white,female
10254,0,0,coupon,instagram,5,75.49,7,15,nothing,minority,female
10255,0,0,coupon,facebook,0,0,0,24,nothing,white,female
10256,0,0,control,instagram,1,54.99,4,18,nothing,white,female
10257,0,0,control,google,3,52.49,0,20,nothing,white,female
10258,0,0,coupon,facebook,1,83.98,5,1,nothing,white,male
10259,0,0,coupon,facebook,2,135.98,0,11,nothing,minority,male
10260,1,49.592,coupon,other,0,0,2,29,nothing,white,female
10261,0,0,control,instagram,5,125.98,6,13,nothing,white,female
10262,2,120.98,control,facebook,9,60.49,5,10,nothing,white,female
10263,0,0,control,instagram,4,60.99,6,16,nothing,white,female
10264,0,0,coupon,google,4,99.98,6,10,nothing,minority,male
10265,0,0,coupon,other,2,69.49,6,5,nothing,white,male
10266,0,0,coupon,instagram,2,149.98,4,18,nothing,white,female
10267,0,0,control,referral,1,43.99,3,22,nothing,white,female
10268,0,0,control,google,6,68.99,2,18,something,white,male
10269,0,0,coupon,instagram,1,107.98,0,11,nothing,white,male
10270,0,0,control,instagram,3,58.99,0,8,something,white,male
10271,0,0,control,google,0,0,5,15,nothing,white,male
10272,1,51.99,control,facebook,14,51.99,0,8,nothing,white,male
10273,0,0,coupon,referral,9,54.99,0,8,nothing,white,female
10274,0,0,coupon,google,6,55.49,2,10,nothing,white,female
10275,0,0,coupon,facebook,1,56.49,4,12,nothing,white,male
10276,0,0,coupon,google,3,53.99,5,24,something,white,female
10277,0,0,coupon,google,3,53.49,0,8,nothing,minority,male
10278,0,0,control,facebook,0,0,6,21,nothing,white,female
10279,0,0,control,instagram,0,0,7,2,nothing,white,male
10280,0,0,coupon,instagram,4,145.98,5,22,nothing,white,female
10281,0,0,control,google,0,0,2,20,something,minority,female
10282,0,0,coupon,google,8,226.47,4,16,nothing,white,female
10283,0,0,coupon,facebook,2,51.99,5,9,something,white,male
10284,0,0,control,facebook,4,71.49,5,11,something,white,male
10285,0,0,coupon,instagram,0,0,3,3,nothing,white,male
10286,0,0,coupon,instagram,2,215.97,0,17,nothing,white,female
10287,1,39.192,coupon,google,7,48.99,5,20,nothing,minority,female
10288,0,0,coupon,google,0,0,0,11,nothing,white,female
10289,0,0,coupon,instagram,3,49.99,0,20,nothing,white,female
10290,0,0,control,facebook,1,62.99,7,2,nothing,white,male
10291,1,57.49,control,facebook,1,57.49,0,24,something,white,male
10292,0,0,coupon,instagram,3,87.99,6,11,nothing,white,male
10293,0,0,coupon,google,6,58.99,4,11,nothing,minority,female
10294,0,0,coupon,instagram,3,68.99,0,17,nothing,minority,female
10295,1,69.99,control,facebook,2,69.99,0,20,nothing,white,female
10296,0,0,coupon,instagram,0,0,4,21,nothing,white,female
10297,1,55.992,coupon,google,3,209.97,5,24,nothing,white,female
10298,1,50.792,coupon,other,5,126.98,4,23,nothing,white,female
10299,0,0,control,instagram,2,60.49,7,20,something,white,female
10300,0,0,control,instagram,4,47.99,5,15,nothing,white,female
10301,0,0,control,referral,2,59.99,2,13,something,white,male
10302,0,0,control,instagram,0,0,5,19,nothing,white,female
10303,0,0,control,facebook,3,60.99,2,23,nothing,minority,female
10304,1,29.592,coupon,facebook,7,36.99,6,3,something,white,male
10305,0,0,coupon,google,1,105.98,1,16,something,minority,male
10306,1,66.99,control,google,1,66.99,5,12,nothing,white,female
10307,0,0,coupon,google,1,65.99,4,13,nothing,white,female
10308,0,0,control,other,1,58.99,2,16,nothing,white,female
10309,0,0,control,instagram,7,126.98,0,22,nothing,white,female
10310,0,0,coupon,google,0,0,5,12,nothing,white,female
10311,0,0,coupon,google,4,43.99,6,16,nothing,white,female
10312,0,0,coupon,google,2,79.99,0,17,nothing,minority,female
10313,0,0,control,google,0,0,2,18,nothing,white,female
10314,0,0,control,instagram,1,70.49,1,9,nothing,white,male
10315,0,0,coupon,instagram,0,0,5,3,something,white,male
10316,0,0,coupon,facebook,5,131.98,1,3,something,white,male
10317,0,0,control,instagram,0,0,5,13,nothing,white,male
10318,0,0,coupon,instagram,3,137.98,4,27,nothing,white,female
10319,0,0,coupon,google,5,55.99,5,13,nothing,minority,female
10320,0,0,control,google,1,56.99,4,7,nothing,minority,male
10321,0,0,coupon,facebook,1,77.99,1,12,nothing,white,female
10322,0,0,control,google,1,44.49,1,13,nothing,white,female
10323,0,0,coupon,instagram,0,0,3,12,nothing,white,female
10324,0,0,control,google,0,0,1,11,something,white,male
10325,1,57.49,control,google,11,57.49,3,12,nothing,minority,female
10326,0,0,control,instagram,0,0,2,24,something,white,female
10327,0,0,control,google,2,66.49,2,10,nothing,minority,female
10328,0,0,control,facebook,1,124.98,6,19,nothing,white,female
10329,0,0,control,instagram,0,0,4,2,nothing,white,male
10330,0,0,control,instagram,2,110.98,1,8,nothing,white,female
10331,0,0,coupon,instagram,4,51.49,4,17,nothing,white,female
10332,1,46.792,coupon,google,0,0,3,24,something,minority,female
10333,2,99.184,coupon,referral,12,123.98,0,18,something,minority,female
10334,0,0,coupon,google,0,0,1,11,something,white,male
10335,0,0,control,google,0,0,6,25,nothing,white,female
10336,0,0,control,instagram,1,74.99,0,13,something,white,male
10337,0,0,control,instagram,2,34.49,2,15,nothing,white,female
10338,0,0,coupon,referral,1,58.49,5,15,nothing,white,female
10339,0,0,control,instagram,1,167.97,1,1,nothing,white,male
10340,0,0,coupon,referral,0,0,5,14,nothing,white,male
10341,0,0,coupon,facebook,6,241.47,3,4,something,white,male
10342,0,0,control,instagram,2,105.98,4,1,something,white,male
10343,0,0,control,facebook,1,73.99,7,11,nothing,white,female
10344,0,0,control,instagram,2,56.99,2,17,something,minority,male
10345,0,0,control,referral,0,0,4,11,something,white,male
10346,1,67.99,control,instagram,2,67.99,0,14,something,white,female
10347,1,51.592,coupon,instagram,8,64.49,4,21,something,white,female
10348,0,0,coupon,facebook,3,58.99,5,20,something,white,female
10349,0,0,control,google,1,185.97,0,6,nothing,minority,male
10350,0,0,control,google,1,61.99,1,4,something,white,male
10351,0,0,control,facebook,1,62.99,0,25,something,white,female
10352,0,0,coupon,google,0,0,5,20,nothing,minority,female
10353,0,0,coupon,facebook,3,74.99,6,15,nothing,white,male
10354,0,0,control,google,7,175.47,5,6,nothing,white,female
10355,0,0,coupon,facebook,9,93.98,4,10,nothing,white,female
10356,0,0,control,facebook,0,0,1,8,something,white,female
10357,0,0,coupon,google,1,65.49,7,13,nothing,minority,male
10358,0,0,coupon,instagram,0,0,5,11,nothing,white,female
10359,0,0,coupon,google,4,65.99,4,20,something,minority,female
10360,0,0,control,facebook,0,0,4,16,nothing,white,male
10361,0,0,coupon,instagram,1,105.98,2,17,nothing,white,female
10362,0,0,coupon,google,0,0,6,3,nothing,white,male
10363,0,0,coupon,instagram,4,77.49,0,19,nothing,white,female
10364,0,0,control,google,2,72.49,7,14,nothing,minority,female
10365,0,0,control,facebook,3,57.99,7,12,nothing,white,female
10366,0,0,coupon,instagram,3,46.99,4,14,nothing,white,female
10367,0,0,control,google,6,60.99,4,12,nothing,minority,male
10368,0,0,coupon,google,6,63.99,0,23,nothing,minority,female
10369,0,0,control,instagram,0,0,5,7,nothing,white,male
10370,0,0,coupon,instagram,3,115.98,5,15,nothing,white,female
10371,0,0,control,google,1,50.99,4,14,something,white,male
10372,0,0,coupon,google,0,0,6,17,nothing,white,female
10373,0,0,control,google,5,57.99,0,10,nothing,minority,male
10374,1,74.49,control,instagram,3,74.49,5,12,something,white,female
10375,0,0,control,google,0,0,2,16,something,white,male
10376,0,0,coupon,google,3,59.99,1,15,something,minority,female
10377,0,0,control,other,5,114.98,6,10,nothing,white,male
10378,0,0,control,instagram,0,0,3,15,nothing,white,male
10379,1,41.592,coupon,instagram,2,51.99,1,26,nothing,white,female
10380,0,0,coupon,referral,0,0,3,6,nothing,white,male
10381,0,0,coupon,google,4,136.98,0,14,nothing,white,male
10382,0,0,coupon,instagram,1,68.99,6,14,nothing,white,female
10383,0,0,control,google,1,58.99,0,14,something,white,male
10384,0,0,control,google,1,56.99,2,16,nothing,white,female
10385,0,0,control,facebook,4,68.49,4,19,something,white,female
10386,1,59.192,coupon,other,1,147.98,1,18,something,white,female
10387,0,0,control,facebook,7,72.99,0,18,nothing,white,female
10388,0,0,control,google,2,93.98,1,18,nothing,white,female
10389,0,0,coupon,referral,2,58.49,2,16,nothing,white,female
10390,0,0,control,facebook,4,56.99,4,7,nothing,white,male
10391,0,0,control,facebook,1,63.49,2,12,something,white,male
10392,0,0,control,instagram,0,0,1,22,nothing,white,female
10393,0,0,coupon,referral,2,156.98,0,19,nothing,white,female
10394,0,0,coupon,instagram,2,203.96,5,8,nothing,white,female
10395,0,0,coupon,google,0,0,0,18,something,minority,female
10396,0,0,coupon,instagram,4,72.99,0,16,nothing,white,male
10397,0,0,control,instagram,1,72.49,2,15,nothing,white,female
10398,0,0,coupon,instagram,1,45.99,4,8,nothing,white,female
10399,1,52.99,control,google,1,52.99,3,15,something,minority,female
10400,0,0,coupon,instagram,0,0,3,2,nothing,white,male
10401,0,0,control,google,3,54.99,7,11,nothing,minority,female
10402,0,0,coupon,google,5,65.99,6,23,nothing,minority,female
10403,0,0,coupon,google,0,0,4,20,nothing,minority,female
10404,0,0,control,instagram,0,0,7,20,nothing,minority,male
10405,0,0,control,google,3,73.49,2,19,nothing,white,female
10406,0,0,coupon,instagram,0,0,4,19,nothing,white,female
10407,0,0,coupon,instagram,2,62.49,1,8,nothing,minority,male
10408,0,0,control,instagram,0,0,1,12,nothing,white,female
10409,0,0,control,facebook,0,0,2,11,something,white,male
10410,0,0,control,google,1,215.97,2,16,nothing,white,female
10411,0,0,coupon,google,1,56.99,3,4,nothing,white,male
10412,0,0,control,facebook,1,47.99,1,1,nothing,white,male
10413,0,0,control,instagram,7,46.49,6,14,nothing,white,female
10414,0,0,control,facebook,2,164.97,6,1,something,white,male
10415,2,113.98,control,facebook,6,56.99,5,21,something,white,male
10416,0,0,control,instagram,1,70.49,2,5,nothing,minority,male
10417,0,0,control,instagram,4,62.99,6,20,nothing,white,female
10418,0,0,coupon,instagram,0,0,3,19,nothing,white,female
10419,0,0,control,instagram,2,190.47,5,19,nothing,white,female
10420,0,0,control,instagram,0,0,1,16,nothing,white,female
10421,0,0,control,google,1,61.49,3,16,something,white,female
10422,0,0,coupon,referral,5,70.99,7,19,nothing,white,female
10423,0,0,control,instagram,2,57.49,6,16,nothing,minority,female
10424,0,0,control,instagram,10,36.99,3,14,nothing,minority,female
10425,1,54.392,coupon,google,2,67.99,4,12,something,minority,male
10426,0,0,coupon,google,4,109.98,6,19,nothing,white,female
10427,0,0,control,facebook,2,47.49,6,2,something,white,male
10428,0,0,coupon,google,0,0,5,28,nothing,white,female
10429,0,0,control,google,0,0,5,17,nothing,white,male
10430,0,0,control,referral,5,107.98,1,15,nothing,white,female
10431,0,0,control,facebook,5,148.98,7,18,something,white,male
10432,0,0,coupon,instagram,1,131.98,3,4,nothing,white,male
10433,0,0,coupon,google,9,63.99,4,3,nothing,white,male
10434,0,0,control,instagram,1,124.98,0,8,something,white,male
10435,0,0,control,instagram,3,71.49,1,20,nothing,white,female
10436,0,0,control,google,2,42.99,3,18,nothing,white,male
10437,0,0,coupon,instagram,0,0,6,12,nothing,white,female
10438,0,0,coupon,google,0,0,3,18,something,white,female
10439,0,0,coupon,google,1,64.49,5,23,nothing,white,female
10440,0,0,control,instagram,4,65.99,2,16,something,white,female
10441,0,0,coupon,google,4,62.99,4,22,nothing,minority,female
10442,0,0,control,google,0,0,6,5,something,white,male
10443,0,0,coupon,instagram,1,48.99,0,23,something,white,female
10444,0,0,coupon,instagram,1,120.98,0,12,nothing,white,female
10445,0,0,control,facebook,7,57.99,5,20,nothing,white,female
10446,1,29.992,coupon,facebook,1,37.49,3,23,something,white,male
10447,1,37.49,control,facebook,4,37.49,0,16,nothing,white,female
10448,0,0,control,google,0,0,4,15,nothing,white,male
10449,0,0,control,facebook,1,105.98,4,14,something,minority,female
10450,0,0,coupon,google,0,0,0,17,nothing,minority,female
10451,0,0,control,instagram,2,46.99,5,27,nothing,white,female
10452,0,0,control,instagram,0,0,2,1,nothing,white,male
10453,0,0,control,google,2,131.98,0,21,nothing,minority,female
10454,0,0,coupon,google,0,0,4,13,nothing,minority,female
10455,0,0,coupon,instagram,0,0,0,2,something,white,male
10456,0,0,control,instagram,10,65.49,7,15,nothing,white,female
10457,0,0,control,other,0,0,0,11,nothing,white,male
10458,0,0,control,facebook,3,55.49,0,24,nothing,white,female
10459,0,0,coupon,google,3,77.49,7,10,nothing,white,male
10460,2,119.98,control,google,13,59.99,4,16,something,white,female
10461,0,0,coupon,google,0,0,4,9,something,minority,male
10462,0,0,control,google,2,62.49,0,3,something,white,male
10463,0,0,control,google,5,41.99,3,12,nothing,white,male
10464,0,0,control,google,6,55.99,0,22,nothing,minority,female
10465,0,0,control,google,1,68.99,3,12,nothing,white,female
10466,0,0,coupon,facebook,0,0,4,8,something,white,male
10467,0,0,control,instagram,0,0,2,25,something,minority,female
10468,0,0,control,instagram,0,0,2,13,nothing,minority,male
10469,0,0,coupon,google,0,0,5,23,nothing,minority,female
10470,1,60.99,control,facebook,2,60.99,1,20,nothing,white,male
10471,0,0,coupon,google,2,63.49,5,5,nothing,minority,female
10472,0,0,control,instagram,0,0,6,4,something,white,male
10473,0,0,coupon,google,1,74.99,2,2,nothing,white,male
10474,0,0,coupon,google,6,76.49,1,10,nothing,white,male
10475,0,0,coupon,google,1,132.98,5,14,nothing,white,female
10476,0,0,coupon,google,0,0,3,7,nothing,minority,male
10477,0,0,control,google,1,67.99,3,18,nothing,white,male
10478,0,0,control,google,0,0,0,12,nothing,minority,female
10479,0,0,control,google,0,0,4,19,something,white,female
10480,0,0,coupon,facebook,0,0,7,6,something,white,male
10481,2,107.184,coupon,facebook,13,66.99,6,25,nothing,white,female
10482,0,0,coupon,google,3,58.49,5,4,nothing,white,male
10483,1,46.392,coupon,instagram,1,173.97,0,15,something,minority,female
10484,0,0,control,referral,2,76.99,2,9,nothing,white,male
10485,0,0,coupon,facebook,1,107.97,0,20,nothing,white,female
10486,0,0,control,google,2,52.49,4,9,nothing,minority,male
10487,0,0,coupon,instagram,11,143.97,6,12,nothing,minority,male
10488,0,0,control,google,0,0,0,9,nothing,minority,male
10489,0,0,coupon,instagram,1,75.49,0,18,nothing,white,female
10490,0,0,coupon,google,0,0,1,8,something,minority,male
10491,0,0,coupon,facebook,2,75.99,7,13,nothing,white,male
10492,0,0,control,other,4,66.49,3,14,nothing,white,male
10493,0,0,coupon,google,0,0,7,22,nothing,minority,female
10494,0,0,control,instagram,3,55.49,4,18,something,white,female
10495,0,0,coupon,google,1,50.49,5,14,nothing,white,male
10496,1,66.49,control,google,3,66.49,1,24,something,white,female
10497,0,0,coupon,referral,2,53.99,3,20,nothing,white,female
10498,0,0,control,facebook,3,79.98,6,7,nothing,white,male
10499,0,0,coupon,facebook,2,69.99,1,7,nothing,white,female
10500,0,0,coupon,google,1,73.99,4,13,nothing,white,female
10501,0,0,control,instagram,3,75.49,7,1,something,white,male
10502,0,0,coupon,facebook,3,47.49,6,2,something,white,male
10503,0,0,control,google,2,46.49,7,19,nothing,minority,female
10504,0,0,control,instagram,1,52.99,4,14,something,white,male
10505,0,0,control,google,0,0,5,8,nothing,minority,male
10506,0,0,coupon,google,0,0,1,16,nothing,white,female
10507,0,0,coupon,facebook,5,56.99,5,15,nothing,white,male
10508,0,0,coupon,google,2,60.99,1,1,nothing,white,male
10509,0,0,coupon,google,3,62.49,1,16,nothing,white,female
10510,0,0,coupon,instagram,3,114.98,1,18,nothing,white,female
10511,0,0,control,facebook,11,187.47,7,10,nothing,white,female
10512,0,0,coupon,google,2,58.99,3,7,something,minority,male
10513,0,0,coupon,instagram,1,41.99,5,22,nothing,white,female
10514,0,0,control,instagram,4,59.49,2,26,something,white,female
10515,0,0,coupon,instagram,1,52.99,2,20,nothing,minority,female
10516,0,0,coupon,google,1,47.99,0,1,nothing,minority,male
10517,0,0,coupon,facebook,19,137.97,1,2,nothing,white,male
10518,0,0,coupon,google,2,62.99,4,14,nothing,minority,male
10519,0,0,coupon,google,0,0,2,23,nothing,white,female
10520,0,0,control,facebook,2,79.49,2,10,something,white,male
10521,1,50.392,coupon,google,4,62.99,2,5,nothing,minority,male
10522,0,0,control,instagram,0,0,4,22,nothing,white,female
10523,0,0,control,google,0,0,5,22,nothing,minority,female
10524,0,0,coupon,instagram,0,0,5,20,nothing,white,female
10525,0,0,control,facebook,2,113.98,5,16,nothing,white,male
10526,0,0,control,google,2,44.99,2,11,something,white,male
10527,0,0,control,facebook,0,0,4,6,nothing,white,female
10528,0,0,control,instagram,2,115.98,5,19,nothing,white,female
10529,0,0,control,facebook,1,137.98,0,17,something,white,female
10530,0,0,control,google,3,63.49,5,15,nothing,minority,male
10531,0,0,control,instagram,2,47.49,0,19,nothing,white,male
10532,0,0,control,facebook,1,135.98,4,2,something,white,male
10533,0,0,coupon,instagram,2,64.99,7,3,nothing,white,male
10534,0,0,control,facebook,3,59.99,5,13,nothing,white,female
10535,0,0,control,facebook,0,0,0,9,nothing,white,male
10536,0,0,coupon,instagram,0,0,7,10,nothing,white,female
10537,0,0,control,google,0,0,1,13,nothing,minority,female
10538,0,0,coupon,instagram,1,51.49,5,20,nothing,white,female
10539,0,0,coupon,other,4,47.99,0,2,nothing,white,male
10540,0,0,control,other,4,73.99,3,15,nothing,white,male
10541,0,0,coupon,instagram,5,61.99,1,13,nothing,white,female
10542,0,0,coupon,instagram,0,0,6,21,nothing,white,female
10543,0,0,control,google,3,133.98,2,4,something,white,male
10544,0,0,coupon,facebook,0,0,5,16,nothing,white,female
10545,1,43.992,coupon,facebook,3,54.99,3,15,something,white,female
10546,0,0,control,instagram,0,0,2,8,nothing,white,female
10547,0,0,coupon,facebook,4,66.99,4,21,nothing,white,male
10548,0,0,coupon,instagram,4,57.49,0,12,nothing,white,male
10549,0,0,coupon,facebook,1,130.98,2,10,something,white,male
10550,0,0,control,instagram,0,0,0,14,nothing,white,female
10551,0,0,control,instagram,0,0,2,6,nothing,white,male
10552,0,0,control,instagram,5,73.99,7,23,something,white,female
10553,0,0,control,google,2,47.99,2,18,nothing,white,male
10554,0,0,coupon,instagram,3,58.49,3,11,nothing,white,female
10555,0,0,control,google,4,69.99,1,4,nothing,white,male
10556,0,0,coupon,instagram,4,137.98,6,19,nothing,white,female
10557,0,0,control,google,3,71.49,5,11,nothing,white,female
10558,0,0,coupon,instagram,1,52.99,5,18,something,white,female
10559,0,0,control,facebook,1,61.99,5,18,nothing,white,female
10560,0,0,control,google,6,170.97,6,25,nothing,white,female
10561,2,101.584,coupon,instagram,0,0,0,30,something,white,female
10562,0,0,coupon,google,0,0,0,18,nothing,white,female
10563,0,0,coupon,instagram,2,48.99,0,25,nothing,white,female
10564,0,0,coupon,google,3,119.98,5,7,something,white,male
10565,0,0,control,instagram,5,58.49,4,20,something,white,female
10566,0,0,coupon,google,3,63.99,7,6,nothing,minority,male
10567,1,53.592,coupon,instagram,0,0,0,15,nothing,white,female
10568,0,0,control,google,1,61.99,1,8,nothing,white,male
10569,0,0,coupon,google,4,120.98,0,11,nothing,minority,female
10570,0,0,control,facebook,0,0,5,5,something,white,male
10571,0,0,coupon,google,0,0,7,18,nothing,white,female
10572,0,0,coupon,facebook,0,0,4,15,something,white,male
10573,1,58.392,coupon,instagram,1,72.99,5,19,something,white,female
10574,1,47.99,control,referral,2,47.99,4,15,something,white,female
10575,0,0,control,google,0,0,1,11,nothing,white,male
10576,0,0,coupon,referral,1,71.99,0,27,nothing,white,female
10577,0,0,coupon,google,2,70.49,0,18,something,white,female
10578,0,0,coupon,facebook,1,63.99,1,6,nothing,white,male
10579,0,0,control,google,5,61.99,5,2,something,minority,male
10580,1,45.592,coupon,google,4,56.99,1,14,something,white,female
10581,0,0,coupon,instagram,0,0,0,24,nothing,white,female
10582,0,0,control,google,2,68.99,0,2,nothing,white,male
10583,0,0,control,google,1,50.99,4,14,something,white,male
10584,0,0,coupon,google,3,50.99,2,21,nothing,white,female
10585,0,0,control,instagram,1,190.47,1,17,something,white,male
10586,0,0,coupon,instagram,2,122.97,2,14,nothing,white,female
10587,0,0,control,google,0,0,3,14,nothing,white,female
10588,0,0,coupon,facebook,2,154.47,5,20,nothing,white,female
10589,1,45.99,control,other,0,0,1,17,something,white,female
10590,0,0,coupon,instagram,0,0,6,21,nothing,white,female
10591,0,0,control,google,0,0,6,20,something,white,female
10592,0,0,coupon,instagram,0,0,5,18,nothing,white,female
10593,0,0,coupon,instagram,0,0,6,22,nothing,white,female
10594,0,0,coupon,google,0,0,1,18,nothing,minority,female
10595,0,0,control,google,0,0,0,25,nothing,minority,female
10596,0,0,coupon,facebook,5,68.99,7,7,nothing,white,male
10597,0,0,coupon,google,2,136.98,7,18,something,white,female
10598,0,0,control,instagram,0,0,5,10,nothing,white,female
10599,0,0,control,google,2,135.98,2,3,something,minority,male
10600,0,0,coupon,google,2,79.49,7,12,nothing,white,female
10601,0,0,coupon,facebook,4,57.99,4,13,nothing,white,male
10602,2,139.98,control,instagram,11,69.99,3,3,something,white,female
10603,0,0,control,instagram,2,99.98,7,8,nothing,white,male
10604,0,0,coupon,facebook,1,119.98,0,13,nothing,minority,female
10605,1,76.49,control,facebook,6,76.49,6,27,nothing,white,female
10606,0,0,coupon,facebook,5,123.98,1,9,nothing,white,male
10607,0,0,coupon,google,2,57.99,1,24,nothing,white,female
10608,0,0,control,instagram,3,72.49,1,24,nothing,white,female
10609,0,0,control,google,1,58.99,0,6,nothing,white,female
10610,0,0,coupon,instagram,5,46.99,1,16,nothing,white,female
10611,0,0,coupon,google,3,152.98,1,17,nothing,minority,female
10612,0,0,control,referral,5,123.98,2,6,nothing,white,male
10613,0,0,control,referral,0,0,4,14,something,white,female
10614,0,0,coupon,instagram,0,0,4,16,nothing,minority,female
10615,0,0,coupon,facebook,1,134.98,6,18,nothing,white,female
10616,0,0,coupon,google,1,69.99,4,1,nothing,white,male
10617,0,0,control,google,4,65.99,3,18,nothing,minority,male
10618,0,0,control,instagram,6,68.49,5,3,nothing,white,male
10619,0,0,control,facebook,7,49.99,1,18,nothing,white,female
10620,0,0,control,instagram,0,0,0,3,nothing,white,male
10621,0,0,control,google,5,61.99,0,19,nothing,minority,female
10622,0,0,control,facebook,6,78.99,6,1,something,white,male
10623,0,0,coupon,google,1,54.99,5,5,something,minority,male
10624,0,0,control,facebook,19,119.98,4,19,nothing,white,female
10625,0,0,control,instagram,0,0,4,18,something,white,male
10626,0,0,control,google,5,103.98,0,16,nothing,white,female
10627,0,0,coupon,google,1,149.97,2,6,nothing,minority,male
10628,0,0,coupon,google,0,0,6,12,nothing,minority,male
10629,0,0,coupon,instagram,3,170.97,2,23,something,white,female
10630,0,0,control,referral,0,0,0,13,nothing,white,female
10631,0,0,control,google,1,53.99,5,8,nothing,white,male
10632,0,0,control,instagram,2,53.99,6,17,nothing,white,female
10633,0,0,coupon,google,0,0,4,22,something,minority,female
10634,0,0,coupon,instagram,3,73.99,5,13,nothing,white,female
10635,0,0,control,google,1,67.49,1,15,nothing,minority,female
10636,0,0,control,google,9,48.99,6,7,something,minority,male
10637,0,0,coupon,facebook,2,62.99,0,11,nothing,white,male
